policy,backend,eval_mode,train_seed,episode_index,episode_seed,T_cap,total_watch,num_sessions,mean_within_episode_gap,median_within_episode_gap,fraction_returns_within_1_min,fraction_returns_within_5_min,late_night_session_start_count,late_night_session_start_rate,session_cap_triggered,session_cap_trigger_count,gap_count,gap_le1_count,gap_le5_count
PPO+Cap(120),param,deterministic,0,21,30020,120.0,35.83724108250037,13,109.05476011645621,82.47267535307209,0.0,0.0,4,0.3076923076923077,0,0,13,0,0
PPO+Cap(120),param,deterministic,0,22,30021,120.0,24.650657864845858,18,80.01556551354456,50.89638304375427,0.0,0.0,6,0.3333333333333333,0,0,18,0,0
PPO+Cap(120),param,deterministic,0,23,30022,120.0,25.954168172514027,15,102.27352893286276,84.80926132108185,0.0,0.0,4,0.26666666666666666,0,0,15,0,0
PPO+Cap(120),param,deterministic,0,24,30023,120.0,6.526782997693905,5,288.2344566058945,251.9905244357989,0.0,0.0,2,0.4,0,0,5,0,0
PPO+Cap(120),param,deterministic,0,25,30024,120.0,22.928858521488994,15,105.88813113786209,55.477835828105285,0.0,0.0,6,0.4,0,0,15,0,0
PPO+Cap(120),param,deterministic,0,26,30025,120.0,13.264023696146602,8,193.23430690465528,142.99077300401603,0.0,0.0,1,0.125,0,0,8,0,0
PPO+Cap(120),param,deterministic,0,27,30026,120.0,22.117892515284783,16,91.5313646388162,64.72520569156744,0.0,0.0,4,0.25,0,0,16,0,0
PPO+Cap(120),param,deterministic,0,28,30027,120.0,16.20414885132505,12,120.57884691783131,115.14062202181316,0.0,0.0,3,0.25,0,0,12,0,0
PPO+Cap(120),param,deterministic,0,29,30028,120.0,20.586616726934018,14,103.71109117257856,62.77206602120623,0.0,0.0,1,0.07142857142857142,0,0,14,0,0
PPO+Cap(120),param,deterministic,0,30,30029,120.0,17.55753642747368,15,98.9959194714077,69.37382840711032,0.0,0.0,4,0.26666666666666666,0,0,15,0,0
PPO+Cap(120),param,deterministic,0,31,30030,120.0,24.365784182797153,15,111.510165578706,86.41386758002211,0.0,0.0,4,0.26666666666666666,0,0,15,0,0
PPO+Cap(120),param,deterministic,0,32,30031,120.0,32.83681269136577,17,84.05835377512363,65.41577277966479,0.0,0.0,4,0.23529411764705882,0,0,17,0,0
PPO+Cap(120),param,deterministic,0,33,30032,120.0,12.601041395630299,11,129.78855302185036,55.40360703102325,0.0,0.0,0,0.0,0,0,11,0,0
PPO+Cap(120),param,deterministic,0,34,30033,120.0,3.1121646849123596,8,192.0867756744461,98.90278134229271,0.0,0.0,0,0.0,0,0,8,0,0
PPO+Cap(120),param,deterministic,0,35,30034,120.0,16.852901433618126,14,110.79577283167212,91.20515475534218,0.0,0.0,4,0.2857142857142857,0,0,14,0,0
PPO+Cap(120),param,deterministic,0,36,30035,120.0,28.472315858910267,20,74.10478842912383,42.29060291486903,0.0,0.05,3,0.15,0,0,20,0,1
PPO+Cap(120),param,deterministic,0,37,30036,120.0,19.374300704062875,14,102.15137968212271,89.94282465159395,0.0,0.0,3,0.21428571428571427,0,0,14,0,0
PPO+Cap(120),param,deterministic,0,38,30037,120.0,8.003984204799256,9,179.37062128694384,91.39117237417975,0.0,0.0,2,0.2222222222222222,0,0,9,0,0
PPO+Cap(120),param,deterministic,0,39,30038,120.0,25.284307003045054,15,99.54580429915971,78.7901038367498,0.0,0.0,4,0.26666666666666666,0,0,15,0,0
PPO+Cap(120),param,deterministic,0,40,30039,120.0,16.744418031831643,14,108.25106924330744,99.62062260205718,0.0,0.0,4,0.2857142857142857,0,0,14,0,0
PPO+Cap(120),param,deterministic,0,41,30040,120.0,38.33315125041582,18,78.71598659872684,61.44053402579558,0.0,0.0,3,0.16666666666666666,0,0,18,0,0
PPO+Cap(120),param,deterministic,0,42,30041,120.0,15.8938747942721,11,142.94909703603605,110.21837808175242,0.0,0.0,1,0.09090909090909091,0,0,11,0,0
PPO+Cap(120),param,deterministic,0,43,30042,120.0,25.431139847965735,16,91.22956252908305,85.54427061377157,0.0,0.0,5,0.3125,0,0,16,0,0
PPO+Cap(120),param,deterministic,0,44,30043,120.0,14.27662499832717,10,149.50857545187807,99.28148183190996,0.0,0.0,2,0.2,0,0,10,0,0
PPO+Cap(120),param,deterministic,0,45,30044,120.0,13.71730370351251,9,161.79251472216825,148.48483384937347,0.0,0.0,2,0.2222222222222222,0,0,9,0,0
PPO+Cap(120),param,deterministic,0,46,30045,120.0,25.136929907919917,13,116.20506429747505,99.96220637997489,0.0,0.0,3,0.23076923076923078,0,0,13,0,0
PPO+Cap(120),param,deterministic,0,47,30046,120.0,15.04314272000939,13,110.55907702615863,78.00744811805626,0.0,0.0,2,0.15384615384615385,0,0,13,0,0
PPO+Cap(120),param,deterministic,0,48,30047,120.0,18.810651314366197,8,178.48279265234675,135.81581337532648,0.0,0.0,1,0.125,0,0,8,0,0
PPO+Cap(120),param,deterministic,0,49,30048,120.0,39.60018649623354,18,78.87296132672148,60.02955097497757,0.0,0.0,3,0.16666666666666666,0,0,18,0,0
PPO+Cap(120),param,deterministic,0,50,30049,120.0,23.861528283659677,14,105.97978458757011,105.70759055624848,0.0,0.0,4,0.2857142857142857,0,0,14,0,0
PPO+Cap(120),param,deterministic,0,51,30050,120.0,16.611510596773485,13,124.86588207690812,48.18346483135129,0.0,0.0,1,0.07692307692307693,0,0,13,0,0
PPO+Cap(120),param,deterministic,0,52,30051,120.0,18.88242900107062,14,102.8782519585609,74.60530271673991,0.0,0.0,4,0.2857142857142857,0,0,14,0,0
PPO+Cap(120),param,deterministic,0,53,30052,120.0,17.910616946514764,13,129.27979230926542,84.79738910354898,0.0,0.0,3,0.23076923076923078,0,0,13,0,0
PPO+Cap(120),param,deterministic,0,54,30053,120.0,14.342084188682957,13,112.30171547877794,77.44224331344581,0.0,0.0,4,0.3076923076923077,0,0,13,0,0
PPO+Cap(120),param,deterministic,0,55,30054,120.0,21.406733408169814,13,113.01831906106669,85.245059453353,0.0,0.0,3,0.23076923076923078,0,0,13,0,0
PPO+Cap(120),param,deterministic,0,56,30055,120.0,16.016976781988017,10,155.57431886556316,142.89982907217188,0.0,0.0,4,0.4,0,0,10,0,0
PPO+Cap(120),param,deterministic,0,57,30056,120.0,48.96080801000795,21,68.27385354106357,54.31836494917542,0.0,0.047619047619047616,10,0.47619047619047616,0,0,21,0,1
PPO+Cap(120),param,deterministic,0,58,30057,120.0,27.439280448439202,17,87.87869969886863,86.62429945610634,0.0,0.0,4,0.23529411764705882,0,0,17,0,0
PPO+Cap(120),param,deterministic,0,59,30058,120.0,34.506761451048185,18,79.13072572179493,56.196281975995745,0.0,0.0,7,0.3888888888888889,0,0,18,0,0
PPO+Cap(120),param,deterministic,0,60,30059,120.0,24.095530255518685,15,100.17139989528755,84.71185617438873,0.0,0.0,4,0.26666666666666666,0,0,15,0,0
PPO+Cap(120),param,deterministic,0,61,30060,120.0,18.12166545897867,12,122.44340648127887,102.32953740433159,0.0,0.0,3,0.25,0,0,12,0,0
PPO+Cap(120),param,deterministic,0,62,30061,120.0,19.1260085299933,11,129.42076277130604,95.5873078518893,0.0,0.0,2,0.18181818181818182,0,0,11,0,0
PPO+Cap(120),param,deterministic,0,63,30062,120.0,24.206858206520067,13,110.96682430100302,96.04253420796101,0.0,0.0,0,0.0,0,0,13,0,0
PPO+Cap(120),param,deterministic,0,64,30063,120.0,24.39649295407066,15,116.21836408820948,76.6883571835125,0.0,0.0,2,0.13333333333333333,0,0,15,0,0
PPO+Cap(120),param,deterministic,0,65,30064,120.0,25.436014638289887,16,90.1073811819108,73.99124871227036,0.0,0.0,4,0.25,0,0,16,0,0
PPO+Cap(120),param,deterministic,0,66,30065,120.0,32.46192892686541,19,80.40321546470886,53.13297026887308,0.0,0.0,6,0.3157894736842105,0,0,19,0,0
PPO+Cap(120),param,deterministic,0,67,30066,120.0,4.498465416911996,4,512.0022099138647,550.8248303627423,0.0,0.0,1,0.25,0,0,4,0,0
PPO+Cap(120),param,deterministic,0,68,30067,120.0,4.858585247928824,5,312.36404409804635,153.72531351756155,0.0,0.0,1,0.2,0,0,5,0,0
PPO+Cap(120),param,deterministic,0,69,30068,120.0,6.195469752071671,5,297.78376286650655,233.85520638736088,0.0,0.0,1,0.2,0,0,5,0,0
PPO+Cap(120),param,deterministic,0,70,30069,120.0,32.205114847279845,16,89.26631350840876,66.98206714674447,0.0,0.0,6,0.375,0,0,16,0,0
PPO+Cap(120),param,deterministic,0,71,30070,120.0,21.134874759375663,18,81.04493632116055,68.31555451787483,0.0,0.0,8,0.4444444444444444,0,0,18,0,0
PPO+Cap(120),param,deterministic,0,72,30071,120.0,14.189770104234785,8,208.06057080930117,150.13644677097136,0.0,0.0,3,0.375,0,0,8,0,0
PPO+Cap(120),param,deterministic,0,73,30072,120.0,3.842888255525218,5,303.5117020533395,343.2206271385653,0.0,0.0,1,0.2,0,0,5,0,0
PPO+Cap(120),param,deterministic,0,74,30073,120.0,38.902796412965394,17,82.6644858305623,65.52046066836205,0.0,0.0,5,0.29411764705882354,0,0,17,0,0
PPO+Cap(120),param,deterministic,0,75,30074,120.0,5.310895032000058,7,224.68279503823692,229.65839626279308,0.0,0.0,1,0.14285714285714285,0,0,7,0,0
PPO+Cap(120),param,deterministic,0,76,30075,120.0,11.04193058151413,10,153.0091654804549,144.69885551640778,0.0,0.0,3,0.3,0,0,10,0,0
PPO+Cap(120),param,deterministic,0,77,30076,120.0,13.274883011144004,11,136.77855382263843,120.48388694041846,0.0,0.0,5,0.45454545454545453,0,0,11,0,0
PPO+Cap(120),param,deterministic,0,78,30077,120.0,3.640107692398426,8,190.33695993516613,172.6233194875207,0.0,0.0,1,0.125,0,0,8,0,0
PPO+Cap(120),param,deterministic,0,79,30078,120.0,37.02058510513284,22,64.80386354353887,54.023577050383906,0.0,0.0,5,0.22727272727272727,0,0,22,0,0
PPO+Cap(120),param,deterministic,0,80,30079,120.0,25.286311247494044,16,89.09149033895707,76.0069022977103,0.0,0.0,6,0.375,0,0,16,0,0
PPO+Cap(120),param,deterministic,0,81,30080,120.0,15.833490973568958,11,130.77623835014177,71.56109808690923,0.0,0.0,2,0.18181818181818182,0,0,11,0,0
PPO+Cap(120),param,deterministic,0,82,30081,120.0,20.356849855549154,14,117.40019786498566,92.80484532538739,0.0,0.0,3,0.21428571428571427,0,0,14,0,0
PPO+Cap(120),param,deterministic,0,83,30082,120.0,43.092061304503424,24,59.59224990218238,44.52395011688019,0.0,0.0,5,0.20833333333333334,0,0,24,0,0
PPO+Cap(120),param,deterministic,0,84,30083,120.0,7.4268238756211105,7,210.1602102808144,164.82171781209092,0.0,0.0,1,0.14285714285714285,0,0,7,0,0
PPO+Cap(120),param,deterministic,0,85,30084,120.0,27.646157939985468,12,118.50606567306119,122.23553814872332,0.0,0.0,3,0.25,0,0,12,0,0
PPO+Cap(120),param,deterministic,0,86,30085,120.0,15.732582855894591,14,110.61059407144482,59.09508165489123,0.0,0.0,2,0.14285714285714285,0,0,14,0,0
PPO+Cap(120),param,deterministic,0,87,30086,120.0,37.51416836178236,22,65.01331151802209,61.49830575360393,0.0,0.0,5,0.22727272727272727,0,0,22,0,0
PPO+Cap(120),param,deterministic,0,88,30087,120.0,11.88422174834899,7,209.15351200569057,219.5627241487208,0.0,0.0,1,0.14285714285714285,0,0,7,0,0
PPO+Cap(120),param,deterministic,0,89,30088,120.0,19.500223722899957,14,109.13500127035395,88.44800318799096,0.0,0.0,5,0.35714285714285715,0,0,14,0,0
PPO+Cap(120),param,deterministic,0,90,30089,120.0,30.742853284613837,15,103.92433665231461,80.85624308797979,0.0,0.0,7,0.4666666666666667,0,0,15,0,0
PPO+Cap(120),param,deterministic,0,91,30090,120.0,22.870271668353656,14,104.64591756989947,72.70959894564604,0.0,0.0,1,0.07142857142857142,0,0,14,0,0
PPO+Cap(120),param,deterministic,0,92,30091,120.0,25.177341374201806,13,125.28224146909355,93.8195737591818,0.0,0.0,3,0.23076923076923078,0,0,13,0,0
PPO+Cap(120),param,deterministic,0,93,30092,120.0,11.286227593365453,9,162.8794255963293,149.96450063519512,0.0,0.0,3,0.3333333333333333,0,0,9,0,0
PPO+Cap(120),param,deterministic,0,94,30093,120.0,28.608530931815938,13,116.92816645230717,85.20589991219447,0.0,0.0,3,0.23076923076923078,0,0,13,0,0
PPO+Cap(120),param,deterministic,0,95,30094,120.0,13.964732690776758,8,179.9047499384077,109.84290412033286,0.0,0.0,1,0.125,0,0,8,0,0
PPO+Cap(120),param,deterministic,0,96,30095,120.0,37.02847556785826,16,88.95550263352541,66.18255471429268,0.0,0.0,3,0.1875,0,0,16,0,0
PPO+Cap(120),param,deterministic,0,97,30096,120.0,29.4974271739544,12,129.98296194771302,135.94871928389762,0.0,0.0,3,0.25,0,0,12,0,0
PPO+Cap(120),param,deterministic,0,98,30097,120.0,19.64054872624668,14,102.09275158868464,95.38611507653899,0.0,0.0,3,0.21428571428571427,0,0,14,0,0
PPO+Cap(120),param,deterministic,0,99,30098,120.0,37.7717289650256,17,91.54491548481309,36.657586155518615,0.0,0.0,4,0.23529411764705882,0,0,17,0,0
PPO+Cap(120),param,deterministic,0,100,30099,120.0,27.71575854797557,14,101.52074418724136,95.65952683823161,0.0,0.0,5,0.35714285714285715,0,0,14,0,0
PPO+Cap(120),param,deterministic,0,101,30100,120.0,10.197005067454398,9,184.5755601751854,161.95204370280132,0.0,0.0,2,0.2222222222222222,0,0,9,0,0
PPO+Cap(120),param,deterministic,0,102,30101,120.0,9.691878275871158,8,203.9744603538953,131.46407066732831,0.0,0.0,2,0.25,0,0,8,0,0
PPO+Cap(120),param,deterministic,0,103,30102,120.0,10.701610937649297,7,217.87555417049762,123.81300724339326,0.0,0.0,1,0.14285714285714285,0,0,7,0,0
PPO+Cap(120),param,deterministic,0,104,30103,120.0,16.546109890090783,14,102.61612991912087,76.6513945766681,0.0,0.0,3,0.21428571428571427,0,0,14,0,0
PPO+Cap(120),param,deterministic,0,105,30104,120.0,5.875986981043051,8,181.73029303285733,123.82380324313257,0.0,0.0,3,0.375,0,0,8,0,0
PPO+Cap(120),param,deterministic,0,106,30105,120.0,27.13565688512916,18,80.1166695675163,73.92735115772543,0.0,0.0,2,0.1111111111111111,0,0,18,0,0
PPO+Cap(120),param,deterministic,0,107,30106,120.0,33.74645041194181,14,112.69754828078405,73.47586865442076,0.0,0.0,3,0.21428571428571427,0,0,14,0,0
PPO+Cap(120),param,deterministic,0,108,30107,120.0,39.554500683881706,22,65.1366431994113,40.974251773029806,0.0,0.0,2,0.09090909090909091,0,0,22,0,0
PPO+Cap(120),param,deterministic,0,109,30108,120.0,35.30958598046406,19,80.3839068598054,62.82735965283891,0.0,0.0,3,0.15789473684210525,0,0,19,0,0
PPO+Cap(120),param,deterministic,0,110,30109,120.0,19.255267506742904,13,111.61263805702164,73.47891809752798,0.0,0.0,3,0.23076923076923078,0,0,13,0,0
PPO+Cap(120),param,deterministic,0,111,30110,120.0,9.35638831039205,9,162.74352677176876,124.88177722295973,0.0,0.0,2,0.2222222222222222,0,0,9,0,0
PPO+Cap(120),param,deterministic,0,112,30111,120.0,33.94797064921657,18,102.14896592708511,62.44392070750702,0.0,0.0,6,0.3333333333333333,0,0,18,0,0
PPO+Cap(120),param,deterministic,0,113,30112,120.0,33.92837041705891,22,66.33678336336972,59.971334413209604,0.0,0.0,4,0.18181818181818182,0,0,22,0,0
PPO+Cap(120),param,deterministic,0,114,30113,120.0,36.7162759348364,14,121.47997642393021,87.15419963984569,0.0,0.0,3,0.21428571428571427,0,0,14,0,0
PPO+Cap(120),param,deterministic,0,115,30114,120.0,14.85312917834723,8,251.1443285467214,171.1752712585617,0.0,0.0,3,0.375,0,0,8,0,0
PPO+Cap(120),param,deterministic,0,116,30115,120.0,37.39522072721597,15,105.18776227753987,71.42076610489714,0.0,0.0,3,0.2,0,0,15,0,0
PPO+Cap(120),param,deterministic,0,117,30116,120.0,20.14281606043807,11,129.54306580897722,96.80357731440387,0.0,0.0,3,0.2727272727272727,0,0,11,0,0
PPO+Cap(120),param,deterministic,0,118,30117,120.0,17.088327066719028,13,109.90508179636602,70.97153858958552,0.0,0.0,4,0.3076923076923077,0,0,13,0,0
PPO+Cap(120),param,deterministic,0,119,30118,120.0,38.00930046819422,13,122.14193525356072,86.69973976804769,0.0,0.0,4,0.3076923076923077,0,0,13,0,0
PPO+Cap(120),param,deterministic,0,120,30119,120.0,25.608949933687757,11,131.11920658761946,83.64909279486345,0.0,0.0,1,0.09090909090909091,0,0,11,0,0
PPO+Cap(120),param,deterministic,0,121,30120,120.0,8.427509264281857,11,133.77762044847722,73.13385440999869,0.0,0.0,2,0.18181818181818182,0,0,11,0,0
PPO+Cap(120),param,deterministic,0,122,30121,120.0,36.37343765150976,19,76.46392784424589,56.19613854041749,0.0,0.0,2,0.10526315789473684,0,0,19,0,0
PPO+Cap(120),param,deterministic,0,123,30122,120.0,20.03380832477358,12,120.08524072557348,101.15854305691286,0.0,0.0,3,0.25,0,0,12,0,0
PPO+Cap(120),param,deterministic,0,124,30123,120.0,18.695180566425304,13,110.3039926418177,78.42419794739966,0.0,0.0,4,0.3076923076923077,0,0,13,0,0
PPO+Cap(120),param,deterministic,0,125,30124,120.0,24.37564943543823,14,109.67057489968943,65.91367589669136,0.0,0.0,5,0.35714285714285715,0,0,14,0,0
PPO+Cap(120),param,deterministic,0,126,30125,120.0,7.811351413840687,8,211.46712441324686,167.24274007126147,0.0,0.0,2,0.25,0,0,8,0,0
PPO+Cap(120),param,deterministic,0,127,30126,120.0,26.947824180132326,17,86.02646591496578,68.26971021190545,0.0,0.0,3,0.17647058823529413,0,0,17,0,0
PPO+Cap(120),param,deterministic,0,128,30127,120.0,9.586064073894939,9,171.38925348629152,100.09985507010029,0.0,0.0,0,0.0,0,0,9,0,0
PPO+Cap(120),param,deterministic,0,129,30128,120.0,4.657861490334287,4,407.28198747359113,188.48075150284973,0.0,0.0,2,0.5,0,0,4,0,0
PPO+Cap(120),param,deterministic,0,130,30129,120.0,31.06123500149621,12,118.20576886975415,112.40516555119441,0.0,0.0,2,0.16666666666666666,0,0,12,0,0
PPO+Cap(120),param,deterministic,0,131,30130,120.0,19.407839335714844,14,102.20762540964998,73.75468966375787,0.0,0.0,5,0.35714285714285715,0,0,14,0,0
PPO+Cap(120),param,deterministic,0,132,30131,120.0,21.56420667777754,14,105.72150395804616,94.43917883832441,0.0,0.0,3,0.21428571428571427,0,0,14,0,0
PPO+Cap(120),param,deterministic,0,133,30132,120.0,35.608103203038524,15,99.8607903564622,73.91216735434837,0.0,0.0,5,0.3333333333333333,0,0,15,0,0
PPO+Cap(120),param,deterministic,0,134,30133,120.0,19.72350712648786,12,129.55421870373416,119.0791637315115,0.0,0.0,3,0.25,0,0,12,0,0
PPO+Cap(120),param,deterministic,0,135,30134,120.0,5.257136335907692,8,187.50404310828856,127.22517414676543,0.0,0.0,0,0.0,0,0,8,0,0
PPO+Cap(120),param,deterministic,0,136,30135,120.0,36.41430267706027,15,97.11625561233852,64.95435635427276,0.0,0.0,5,0.3333333333333333,0,0,15,0,0
PPO+Cap(120),param,deterministic,0,137,30136,120.0,40.243284198926276,15,106.27240983076392,88.77174814772856,0.0,0.0,5,0.3333333333333333,0,0,15,0,0
PPO+Cap(120),param,deterministic,0,138,30137,120.0,9.881983650751,9,161.6869734332946,85.85469629294877,0.0,0.0,2,0.2222222222222222,0,0,9,0,0
PPO+Cap(120),param,deterministic,0,139,30138,120.0,36.61423824476749,17,83.49418326517423,42.23004419875026,0.0,0.0,6,0.35294117647058826,0,0,17,0,0
PPO+Cap(120),param,deterministic,0,140,30139,120.0,9.942093771993653,11,154.27208248052182,107.78686953017444,0.0,0.0,5,0.45454545454545453,0,0,11,0,0
PPO+Cap(120),param,deterministic,0,141,30140,120.0,30.814353624241754,15,95.10844525863727,67.65563627167921,0.0,0.0,2,0.13333333333333333,0,0,15,0,0
PPO+Cap(120),param,deterministic,0,142,30141,120.0,22.601048540618145,18,91.29424385314547,58.92846370160066,0.0,0.05555555555555555,3,0.16666666666666666,0,0,18,0,1
PPO+Cap(120),param,deterministic,0,143,30142,120.0,11.43458656738586,8,185.4380867249397,72.08258357671758,0.0,0.0,0,0.0,0,0,8,0,0
PPO+Cap(120),param,deterministic,0,144,30143,120.0,24.531830613540702,17,91.73121870356088,70.86024155866993,0.0,0.0,4,0.23529411764705882,0,0,17,0,0
PPO+Cap(120),param,deterministic,0,145,30144,120.0,12.607505222420599,11,137.3835868196379,94.91990811316964,0.0,0.0,2,0.18181818181818182,0,0,11,0,0
PPO+Cap(120),param,deterministic,0,146,30145,120.0,18.934023032179063,16,96.67811957848777,76.69010661635477,0.0,0.0,3,0.1875,0,0,16,0,0
PPO+Cap(120),param,deterministic,0,147,30146,120.0,10.878328526957736,8,202.24872677175608,95.3643797044632,0.0,0.0,2,0.25,0,0,8,0,0
PPO+Cap(120),param,deterministic,0,148,30147,120.0,12.934818060559769,12,122.07051487857542,106.617139282046,0.0,0.0,2,0.16666666666666666,0,0,12,0,0
PPO+Cap(120),param,deterministic,0,149,30148,120.0,13.573564185326267,10,152.0107005939285,135.71858711562982,0.0,0.0,2,0.2,0,0,10,0,0
PPO+Cap(120),param,deterministic,0,150,30149,120.0,31.68066113272221,15,97.85963297643828,93.60691834058322,0.0,0.0,3,0.2,0,0,15,0,0
PPO+Cap(120),param,deterministic,0,151,30150,120.0,11.725643754780045,11,143.0453127206611,152.7962651420418,0.0,0.0,1,0.09090909090909091,0,0,11,0,0
PPO+Cap(120),param,deterministic,0,152,30151,120.0,12.728494174245126,9,169.63495905170396,149.48233609690038,0.0,0.0,2,0.2222222222222222,0,0,9,0,0
PPO+Cap(120),param,deterministic,0,153,30152,120.0,36.08324092388967,18,85.8340439728033,69.7804246095191,0.0,0.0,3,0.16666666666666666,0,0,18,0,0
PPO+Cap(120),param,deterministic,0,154,30153,120.0,32.85276333829285,19,77.57123161024649,70.64077014383565,0.0,0.0,6,0.3157894736842105,0,0,19,0,0
PPO+Cap(120),param,deterministic,0,155,30154,120.0,28.842723641785067,16,93.58268703965838,79.91344047837691,0.0,0.0,4,0.25,0,0,16,0,0
PPO+Cap(120),param,deterministic,0,156,30155,120.0,45.742166323604415,18,88.93561229037283,89.83160537818677,0.0,0.0,6,0.3333333333333333,0,0,18,0,0
PPO+Cap(120),param,deterministic,0,157,30156,120.0,40.158923574732334,13,114.40558198474106,73.93481733629852,0.0,0.0,4,0.3076923076923077,0,0,13,0,0
PPO+Cap(120),param,deterministic,0,158,30157,120.0,10.92747145501007,7,208.74330784601406,185.1042367974034,0.0,0.0,3,0.42857142857142855,0,0,7,0,0
PPO+Cap(120),param,deterministic,0,159,30158,120.0,17.475277249129807,11,136.34561323580655,79.8791245670394,0.0,0.0,1,0.09090909090909091,0,0,11,0,0
PPO+Cap(120),param,deterministic,0,160,30159,120.0,47.65540604155965,22,65.921032041286,64.66071704300117,0.0,0.0,6,0.2727272727272727,0,0,22,0,0
PPO+Cap(120),param,deterministic,0,161,30160,120.0,9.991566191449444,10,146.98087092548502,131.03026796586568,0.0,0.0,2,0.2,0,0,10,0,0
PPO+Cap(120),param,deterministic,0,162,30161,120.0,34.02283821859098,14,103.00865070065824,85.45511881909938,0.0,0.0,3,0.21428571428571427,0,0,14,0,0
PPO+Cap(120),param,deterministic,0,163,30162,120.0,21.61326531731575,11,138.56792509430116,87.23750155661968,0.0,0.0,3,0.2727272727272727,0,0,11,0,0
PPO+Cap(120),param,deterministic,0,164,30163,120.0,14.639351782966811,10,157.16740038368403,126.11373627030648,0.0,0.0,2,0.2,0,0,10,0,0
PPO+Cap(120),param,deterministic,0,165,30164,120.0,16.13691660145562,16,92.58980366778444,84.78366437423583,0.0,0.0,3,0.1875,0,0,16,0,0
PPO+Cap(120),param,deterministic,0,166,30165,120.0,23.426778913713253,17,83.85787743409377,75.45374341698236,0.0,0.0,3,0.17647058823529413,0,0,17,0,0
PPO+Cap(120),param,deterministic,0,167,30166,120.0,41.45031910048897,15,106.5130086976527,79.56672961383843,0.0,0.0,4,0.26666666666666666,0,0,15,0,0
PPO+Cap(120),param,deterministic,0,168,30167,120.0,28.40864349535113,14,104.78523446531992,67.53481868367246,0.0,0.0,4,0.2857142857142857,0,0,14,0,0
